Generell kvalitet [1-10],Generellt skick [1-10],Byggår [år],Senaste renovering [år],Antal rum [antal] (exkl källare),Sovrum [antal] (exkl källare),Hela badrum [antal],Halva badrum [antal],Tomtarea [kvm],Boendeyta [kvm] (exkl källare),Eldstäder [antal],Yta källare [kvm],Garageplatser [antal],Yta garage [kvm],Yta pool [kvm],Försäljningspris [SEK]
6,5,1977,1977,5,2,2,0,912,145,2,145,2,66,0,1960000
5,5,1920,1950,6,3,1,0,811,108,1,85,2,45,0,1440000
5,7,1951,1951,4,2,1,0,682,88,0,88,2,78,0,1390000
5,7,1976,1976,9,4,2,1,957,173,1,72,2,44,0,1975000
8,5,2006,2007,11,4,3,0,925,262,1,136,3,97,0,4248700
5,3,1959,1959,5,3,1,0,836,93,0,93,0,0,0,800000
4,4,1941,1950,5,2,1,0,1131,85,0,62,1,26,0,800000
5,6,1928,1950,8,3,1,0,579,146,1,96,1,20,0,1490000
6,5,1985,1985,5,3,2,0,1040,120,1,120,2,37,0,1800000
7,7,1941,1950,7,3,1,1,1114,145,1,65,1,21,0,1745000
7,7,1926,1950,5,2,1,0,529,103,1,53,1,26,0,1169000
7,9,1920,1988,7,3,1,0,836,137,0,60,2,30,0,1430000
6,5,1950,1950,4,2,1,0,769,86,1,86,1,28,0,1240000
5,4,1959,1959,6,3,1,1,1649,136,2,136,2,49,0,1499000
6,7,1956,2004,6,2,1,0,1311,168,1,99,2,43,0,2300000
6,8,1930,2007,5,2,1,0,547,75,0,75,1,40,0,1205000
7,6,1965,1988,8,4,1,2,1272,169,2,80,2,45,0,2018000
5,8,1976,2004,6,3,2,0,1000,133,1,133,2,49,0,2180000
5,8,1965,1999,6,3,2,0,868,117,1,113,2,46,0,1799000
7,5,2007,2008,6,2,2,0,464,122,1,122,2,58,0,2300000
8,5,2007,2008,7,3,2,0,1108,146,0,146,3,77,0,2351280
6,6,1974,1974,8,4,2,1,847,174,1,83,2,50,0,1850000
6,5,1978,1978,7,3,2,1,211,135,1,79,2,40,0,1460000
6,7,1954,2006,7,3,1,0,1372,152,1,120,2,85,0,2240000
5,5,1968,1968,5,3,1,0,810,83,1,83,2,41,0,1290000
4,4,1969,1969,6,0,0,2,1198,116,0,111,2,37,0,1089590
5,7,1978,1978,5,2,1,1,1500,133,1,126,2,54,0,1940000
7,5,2009,2009,7,3,2,0,886,139,0,139,2,59,0,2331700
8,5,2008,2008,7,3,2,0,973,157,0,157,3,72,0,2453500
6,5,2000,2000,7,3,2,1,1008,155,1,89,2,43,0,1730000
6,7,1935,1986,7,4,2,0,1275,195,2,104,2,50,0,2350000
10,5,1995,1996,10,4,3,1,3322,336,1,179,3,74,0,6250000
6,6,1977,1977,6,3,1,0,917,103,1,101,1,33,53,1710000
6,6,1958,1958,6,3,1,0,847,117,1,117,2,40,0,1630000
7,5,2006,2007,5,2,2,1,373,116,0,58,2,58,0,1719000
5,6,1946,1994,12,3,3,0,1674,286,1,148,0,0,0,2005000
6,8,1932,1950,9,4,2,1,1538,217,1,88,2,33,0,2390000
8,5,1992,2000,9,4,2,1,991,266,1,156,2,50,0,2850000
5,5,1984,1985,5,3,1,0,645,85,0,81,1,24,0,1195000
6,8,1926,2004,5,3,1,0,366,113,0,75,1,19,0,1150000
5,6,1921,1950,7,3,1,1,713,124,1,67,1,17,0,1549000
5,5,1954,1954,5,3,1,0,774,104,1,0,0,0,0,930000
7,5,1990,1991,8,4,2,1,1037,233,0,112,2,64,0,2500000
8,5,2008,2008,5,2,2,0,519,153,1,148,2,44,0,3925000
10,5,1996,1996,10,4,3,1,1451,415,2,222,3,75,51,7450000
5,6,1920,1950,5,2,1,0,1003,104,1,104,2,66,0,1200000
5,4,1963,1963,5,3,1,1,3263,146,2,146,3,92,0,1867000
5,7,1924,1950,7,4,1,0,904,113,0,72,1,36,0,1049000
3,5,1900,1970,7,3,2,0,986,157,0,90,2,39,0,950000
8,5,1994,1995,5,2,2,0,1157,150,1,150,3,70,0,2620000
7,5,2002,2002,7,3,2,1,830,154,0,77,2,45,0,1950000
7,5,1999,1999,7,3,2,1,696,167,1,92,2,41,0,1890000
4,4,1961,1975,7,3,1,0,3015,150,1,116,4,125,0,1680000
8,5,1999,2000,5,2,2,1,245,133,0,72,2,45,0,1740000
5,8,1925,1994,6,3,1,0,891,136,0,65,1,23,0,1250000
6,5,1999,1999,5,2,2,0,418,113,0,113,2,37,0,1650000
6,7,1969,1969,7,4,1,1,869,125,0,61,1,27,0,1580000
6,5,2005,2005,8,3,2,1,745,135,0,67,2,37,0,1760000
7,5,2006,2006,9,4,2,1,1305,173,1,81,3,61,0,2192100
7,6,1916,1950,7,3,1,0,822,157,1,75,1,20,0,1440000
7,5,2001,2001,6,3,2,0,845,112,0,112,2,53,0,1780000
4,5,1963,1979,6,3,1,1,1043,128,1,97,2,42,0,1480000
4,5,1970,1970,5,3,1,0,868,80,0,80,1,26,0,1160500
7,5,1998,1998,6,3,2,1,966,165,0,80,2,50,0,1979000
5,8,1925,1997,5,3,1,0,557,125,1,82,1,20,0,1170000
7,5,2000,2001,6,3,2,0,905,151,1,151,2,41,0,2130000
5,6,1975,1975,6,3,1,1,942,99,0,98,2,45,0,1535000
7,7,1990,1991,7,3,2,0,1364,204,1,200,3,65,0,2719000
4,4,1966,1966,5,2,1,0,826,98,0,98,1,35,0,1070000
6,5,2003,2003,7,3,2,0,848,157,0,156,2,50,0,2000000
5,7,1962,1980,6,3,1,0,721,119,0,86,2,47,0,1400000
8,5,2006,2006,8,3,2,0,945,154,1,154,2,46,0,2900000
6,5,1992,1992,8,3,2,1,1042,171,1,98,2,42,0,1890000
8,7,1988,2005,8,4,2,0,1127,162,0,51,2,45,0,1640000
4,6,1941,1950,4,2,1,0,867,62,0,62,1,21,0,1130000
4,9,1965,2001,3,0,0,0,951,89,0,60,1,33,0,1450000
5,5,1962,1962,6,3,1,0,948,92,0,85,1,27,0,1345000
5,5,1966,1966,5,3,1,0,659,83,0,83,1,35,0,1250000
6,5,1978,1978,8,4,2,0,829,176,0,0,2,50,0,1120000
8,5,2009,2009,6,3,2,0,802,122,0,120,2,51,0,2294560
4,5,1947,1950,3,2,1,0,579,84,0,0,0,0,0,805000
6,5,1971,1971,7,3,1,1,156,113,0,62,0,0,0,915000
5,5,1964,1964,5,2,1,0,724,84,0,84,1,26,0,1150000
5,5,1968,1968,5,3,1,0,766,112,1,88,1,29,0,1340000
6,6,1949,1950,7,3,2,0,975,171,1,96,1,29,0,1430000
5,3,1951,1951,7,4,2,0,992,198,0,198,2,49,0,1379000
7,5,2004,2005,8,3,2,1,1429,138,1,73,2,36,0,1840000
6,8,1958,1958,6,3,1,0,973,105,0,54,1,24,0,1450000
6,5,2007,2007,9,4,2,1,1356,179,1,83,3,62,0,2140000
5,8,1965,2008,5,2,1,0,824,84,0,84,2,53,0,1470000
9,5,2008,2008,7,1,1,1,814,158,1,158,3,97,0,3672940
5,5,1960,1960,7,4,2,0,734,140,0,99,1,37,0,1270000
5,5,1977,1977,12,4,2,2,1754,243,1,126,2,55,0,1900000
5,6,1962,1962,6,3,1,0,717,110,0,102,2,50,0,1325000
4,5,1962,1962,6,2,2,0,914,113,0,0,2,42,0,1018000
5,5,1959,1959,6,3,1,0,1129,110,0,110,2,49,0,1420000
5,6,1911,1950,7,4,1,1,791,182,0,87,0,0,0,1300000
5,5,1914,1950,9,4,1,1,1219,165,0,69,1,16,0,1388870
7,5,2003,2003,6,2,2,1,244,151,0,70,2,44,0,1755000
7,5,2004,2005,8,4,2,1,1151,180,1,78,2,40,0,1950000
6,5,2005,2005,6,3,1,1,1214,105,0,105,2,44,0,1425000
8,5,2006,2006,6,2,2,0,839,137,1,137,2,43,0,2659000
7,5,2003,2003,8,3,2,1,757,164,0,82,2,50,0,2249000
7,6,2007,2007,7,3,2,0,914,156,0,156,3,88,0,2483280
7,6,1974,1974,6,3,2,0,987,108,2,97,2,49,0,1700000
10,5,2006,2006,7,2,2,1,1290,192,1,192,3,78,0,4650000
8,7,1929,1950,7,3,1,0,1062,140,2,73,2,37,0,2300000
6,7,1984,2003,7,3,3,1,1123,173,1,54,2,44,0,1780000
7,5,2005,2006,6,3,2,1,754,144,0,70,2,57,0,1865000
6,5,1976,1976,6,3,1,0,1145,96,0,94,3,82,0,1699000
6,5,1917,1950,8,3,1,1,891,191,1,68,2,36,0,1295000
5,7,1950,1950,6,3,1,0,668,91,0,81,1,25,0,1190000
7,5,1968,1968,8,3,2,1,1036,196,2,196,2,48,0,2440000
7,5,2003,2003,6,2,2,0,291,130,1,130,2,44,0,1717500
5,6,1968,1968,5,3,1,0,915,81,0,80,1,26,0,1300000
7,7,1974,2003,9,3,2,1,1629,201,2,110,2,48,0,2940000
7,5,2003,2004,7,3,2,1,643,153,1,69,2,36,0,1654000
6,6,1931,1950,6,3,1,0,579,126,1,82,1,52,0,1275000
8,5,1994,1994,7,2,2,0,1328,184,1,184,2,64,0,3015000
5,8,1922,1950,4,2,1,0,377,80,0,80,0,0,0,999000
7,5,2005,2005,5,2,2,0,890,108,0,79,2,37,0,1900000
6,8,1969,1969,6,3,1,1,905,97,0,97,2,42,0,1510000
6,5,1999,1999,7,3,2,1,2292,155,1,78,2,46,0,1810000
5,6,1956,1956,5,2,1,0,891,97,0,97,1,31,0,1289000
4,5,1957,1989,8,5,1,0,1045,166,2,102,1,28,0,1615000
6,6,1919,1950,8,3,1,0,1255,169,1,70,2,48,0,1805000
6,5,1998,1999,5,2,2,0,377,124,0,130,2,47,0,1810000
7,5,1999,1999,6,3,2,1,346,134,0,64,2,47,0,1839000
7,4,1910,1950,9,4,1,1,940,175,1,85,1,28,0,1220000
9,5,2008,2009,10,3,2,0,1227,187,1,185,3,69,0,3785000
8,9,1935,1997,11,4,3,1,1309,320,2,67,3,94,0,3810000
5,5,1958,1958,7,3,1,1,1053,141,0,81,1,29,0,1440000
7,6,1979,1979,4,0,0,1,2191,141,1,123,2,54,0,2600000
6,7,1968,1968,7,3,2,0,850,138,1,138,2,42,0,1857500
5,6,1965,1965,5,3,1,0,1256,86,0,86,1,26,0,1370000
6,7,1959,2006,5,2,1,0,1069,126,1,94,1,28,0,1770000
5,6,1910,2003,8,3,2,0,498,116,1,61,2,51,0,1390000
5,5,1948,1950,10,4,2,0,1053,178,0,86,2,37,0,1370000
6,6,1972,1972,6,3,1,1,1201,129,1,67,2,46,0,1620000
6,5,1967,1976,7,3,1,1,1660,160,1,156,2,44,0,1979000
8,5,2002,2002,7,3,2,1,880,188,1,104,2,53,0,2370000
4,4,1920,1950,6,2,1,0,696,104,0,64,2,49,0,684000
7,5,2002,2002,6,3,2,0,911,146,0,146,2,50,0,2270000
7,5,1990,1990,6,2,2,0,747,124,1,121,2,44,0,1800000
5,7,1977,2008,5,3,2,0,817,96,0,96,2,44,0,1505000
6,5,1971,1971,8,4,2,2,873,169,0,84,0,0,0,1390000
6,7,1919,1990,10,4,2,0,895,227,1,74,1,31,0,1690000
6,6,1939,1950,6,4,1,0,557,131,1,72,1,26,0,1325000
6,5,1963,1963,6,3,1,1,909,123,2,123,2,49,0,1430000
5,5,1964,1964,7,4,2,0,3390,146,0,150,2,36,0,1900000
8,5,2000,2000,5,2,2,0,526,154,1,139,2,46,0,2780000
8,5,2006,2006,8,3,2,1,1027,183,1,100,3,69,0,2810000
5,7,1964,1964,6,3,1,0,1311,107,1,107,2,44,0,1805000
5,7,1972,1972,6,3,2,1,156,120,0,58,1,24,0,1195000
5,4,1892,1965,11,4,2,0,613,220,0,92,1,40,0,1075000
7,5,1976,1976,8,4,2,1,942,154,1,77,2,49,0,1629000
5,7,1955,1990,5,2,1,0,759,80,0,80,2,53,0,1150000
5,5,1968,1968,5,3,1,1,780,97,0,97,1,26,0,1385000
5,6,1963,1963,6,3,2,0,808,104,0,104,2,48,0,1550000
6,5,2005,2006,5,2,2,0,341,99,0,50,2,48,0,1400000
10,5,2008,2008,12,3,2,1,5935,524,3,567,2,131,44,1600000
5,7,1959,1994,6,3,1,1,696,115,0,115,1,28,0,1540000
7,5,1999,1999,9,3,2,1,999,184,1,90,2,45,0,2250000
6,7,1942,1950,7,3,1,0,696,138,2,71,1,19,0,1775000
8,5,1994,1994,8,4,2,1,940,234,1,108,3,78,0,2900000
7,5,2005,2005,7,3,2,0,807,150,0,150,3,77,0,2320000
7,5,2004,2004,7,3,2,0,312,158,0,90,2,35,0,1300000
9,5,2006,2007,6,2,2,0,1223,153,2,153,2,78,0,3250000
7,5,2005,2006,6,2,2,0,646,127,1,127,2,44,0,2025000
5,5,1994,1995,5,3,1,0,749,91,0,91,2,44,0,1380000
5,7,1948,2005,6,2,1,0,1114,104,0,85,2,49,0,1470000
6,5,1991,1991,6,3,2,0,664,120,0,118,2,46,0,1792000
7,8,1959,2002,7,3,2,0,1625,176,2,176,2,52,0,3350000
7,5,2005,2007,6,3,2,0,818,118,0,118,2,47,0,2030000
8,5,1990,1990,9,4,2,1,889,261,1,134,2,69,0,3020000
9,5,1999,1999,10,4,2,1,1372,241,1,129,3,72,0,3331680
4,6,1954,1954,5,3,1,0,760,88,1,88,1,26,0,1190000
6,5,1969,1969,9,4,2,1,1028,196,2,88,2,53,0,2069000
8,5,2008,2008,8,3,2,0,949,151,1,150,3,79,0,2954930
7,5,2006,2007,5,2,2,0,392,125,1,125,2,43,0,2089000
8,5,2001,2002,7,3,2,0,1373,166,1,162,3,69,0,2750000
4,5,1954,1954,5,3,1,0,948,88,0,80,1,23,0,1110000
6,3,1957,1957,6,3,1,1,780,137,2,137,2,41,0,1565000
3,6,1949,1950,4,2,1,0,615,66,0,0,1,26,0,725000
7,5,1992,1992,8,3,2,1,946,178,1,69,2,52,0,1900000
4,7,1940,1950,5,2,1,0,495,65,0,39,0,0,0,825000
8,5,2006,2007,7,2,2,0,927,166,1,166,3,83,0,1470000
4,4,1922,1950,5,2,1,0,337,73,0,73,0,0,0,550000
3,6,1931,2006,6,3,1,0,396,71,0,50,0,0,0,790000
5,9,1982,2008,5,3,1,0,613,75,1,75,1,24,0,1305000
6,7,1920,1950,8,5,2,0,969,259,2,140,2,48,0,2560000
7,5,1998,1998,8,3,2,1,843,151,1,86,2,42,0,1765000
8,5,2006,2006,7,3,2,0,929,147,1,147,3,76,0,2270000
5,5,1976,1976,6,3,1,0,1001,88,0,84,2,53,0,1325000
4,6,1938,1958,3,2,1,0,824,75,1,75,1,26,0,1000000
5,6,1938,1995,6,2,1,1,668,126,0,74,1,27,0,1255000
5,6,1970,1970,7,3,1,1,219,126,0,71,2,40,0,1250000
6,5,1977,1977,6,2,2,0,896,123,1,125,2,58,0,1679000
5,5,1973,1973,8,4,2,0,858,153,0,153,2,47,0,1350000
4,4,1941,1950,4,2,1,0,382,64,0,64,0,0,0,525000
7,5,2002,2002,8,3,2,1,1249,172,0,85,2,45,0,2000000
5,7,1972,1972,5,3,1,0,888,80,0,80,1,26,0,1285000
4,5,1971,1971,5,3,1,0,770,81,0,79,4,44,0,1230000
6,5,2003,2004,6,3,1,0,1272,103,0,103,2,53,0,1550000
8,5,2002,2002,7,3,2,1,870,201,1,119,2,60,0,2285000
6,6,1928,1950,9,3,1,1,702,177,1,83,2,31,0,1770000
7,5,2006,2006,8,3,2,1,1031,135,1,67,2,40,0,1558350
4,4,1920,1950,5,2,1,0,557,89,0,89,1,28,0,1085000
7,7,1968,2003,9,3,2,0,1930,200,1,145,2,47,0,2625000
8,5,2006,2007,7,3,2,0,1421,164,1,160,3,66,0,2834630
7,5,1998,1998,5,3,2,0,1504,138,1,137,2,47,0,2150000
8,5,1872,1987,8,4,2,0,487,219,0,63,0,0,0,1220000
5,5,1969,1969,12,6,2,2,1081,244,0,115,4,89,0,2000000
6,6,1962,1962,8,4,1,1,859,159,1,79,2,45,0,1710000
6,9,1937,2000,4,2,1,0,557,109,0,64,2,57,0,1349000
8,5,1995,1996,9,4,2,1,1367,300,1,188,3,61,0,4100000
7,5,2000,2000,7,3,2,1,958,173,1,92,3,77,0,2350000
7,6,1968,1992,8,4,3,0,946,178,1,52,2,45,0,1700000
5,5,1966,1966,5,3,1,0,880,82,0,80,1,24,0,1100000
5,6,1971,2008,6,3,1,1,1164,100,1,100,2,46,0,1499000
6,5,2000,2000,5,3,2,1,196,146,0,70,2,40,0,1775000
9,5,2004,2005,8,3,2,0,1554,183,1,183,3,71,0,3150000
5,6,1921,1998,8,4,3,1,914,241,0,56,2,57,0,1890000
7,5,2005,2005,7,3,2,0,1501,142,1,142,2,39,0,2600000
4,4,1920,2007,7,4,2,0,1162,161,1,66,1,34,0,1049000
6,5,2006,2007,6,3,2,1,789,131,1,57,2,40,0,1569320
7,5,2005,2005,4,2,2,1,295,111,0,55,2,44,0,1441520
7,5,2000,2000,7,3,2,1,696,155,0,75,2,61,0,2160000
7,5,1999,1999,7,3,2,1,852,166,0,81,2,54,0,1930000
5,6,1977,1977,6,4,2,0,247,137,1,70,1,31,0,1270000
6,5,2003,2004,4,1,1,0,412,78,0,78,2,39,0,1440000
8,5,2003,2003,8,3,2,0,987,154,1,153,2,46,0,2320000
4,6,1920,1950,6,2,1,0,501,127,0,78,1,31,0,1050000
6,6,1955,1996,8,3,1,0,891,154,1,92,1,35,0,1655000
7,6,1998,1998,8,3,2,1,905,194,1,102,2,54,0,2743000
10,5,2001,2002,8,2,2,1,1059,244,2,244,3,74,0,4665000
7,5,2005,2005,9,3,2,1,987,181,1,95,3,86,0,2500000
8,5,2007,2007,7,3,2,0,1021,145,1,145,3,67,0,2390000
6,5,1930,1950,4,2,1,0,584,73,0,71,1,14,0,910000
5,5,1941,1960,6,3,2,0,1021,149,0,91,2,61,0,1170000
6,5,1973,1973,5,2,1,1,181,91,0,44,1,24,0,830000
5,5,2006,2007,7,3,2,1,904,129,0,35,2,37,0,1675000
3,3,1914,1950,5,2,1,0,762,80,0,80,1,18,0,585000
6,7,1970,1970,7,4,2,1,1200,196,2,111,2,51,0,2375000
7,7,1920,1950,8,4,1,1,668,163,0,55,2,53,0,1570000
5,7,1918,2007,7,3,2,0,2353,131,0,75,2,53,0,1120000
6,5,1939,1950,6,2,1,0,841,116,0,52,1,26,0,1050000
4,8,1922,2007,7,3,1,0,505,107,0,73,1,22,0,1255000
7,5,1978,1978,12,5,3,1,1550,258,2,129,2,52,48,2500000
6,7,1916,1950,10,5,2,0,791,234,1,66,1,20,0,1360000
9,5,2006,2007,7,3,2,0,1383,162,2,162,3,70,0,3775000
6,6,1941,1950,6,3,1,0,557,113,1,68,2,40,0,1310000
7,5,2000,2000,6,3,2,0,845,141,0,141,2,50,0,2350000
5,5,1967,1967,8,4,2,0,830,147,0,147,3,73,0,1240000
5,5,1967,1967,6,3,1,0,728,83,1,80,1,26,0,1230000
6,7,1905,2000,7,3,2,0,1003,177,1,44,2,62,0,1630000
7,5,2006,2006,6,2,2,0,375,139,1,125,3,60,0,2465780
8,5,2005,2006,9,4,2,1,1176,230,1,101,3,59,0,2812130
5,5,1948,1950,7,3,1,0,5313,156,2,69,2,53,0,1600000
5,8,1920,2004,8,4,1,1,568,140,0,87,1,16,0,1375000
5,4,1950,1982,7,3,1,1,668,176,0,112,1,22,0,1380000
6,6,1925,1990,7,3,2,1,573,149,1,90,1,20,0,1374500
6,7,1929,1950,5,3,1,0,557,107,1,80,1,19,0,1200000
6,5,2004,2004,8,3,2,1,688,147,1,77,2,36,0,1930000
7,5,2006,2006,6,2,2,0,628,120,1,119,2,61,0,1938790
8,5,2007,2007,6,3,2,0,1417,136,0,137,3,70,0,2829220
3,4,1915,1950,6,3,1,0,967,112,0,62,3,86,0,1050000
8,5,2004,2005,5,2,2,0,356,152,1,148,2,44,0,2750000
5,7,1972,2007,5,2,1,0,784,71,0,71,2,36,0,1330000
5,5,1985,1985,5,3,1,0,815,77,0,77,0,0,0,1120000
4,7,1910,1950,6,3,1,0,719,126,0,57,2,49,0,1255000
7,6,1986,1991,7,3,2,1,1908,194,1,73,2,50,0,2150000
7,5,2001,2001,6,3,2,1,1153,170,0,87,2,57,0,2300000
6,8,1950,2005,6,3,1,1,891,154,0,79,1,25,0,1400000
4,5,1949,1950,6,2,2,0,668,96,0,0,2,39,0,900000
8,5,2005,2006,7,2,2,0,1021,171,1,171,2,57,0,2570000
6,7,1923,2000,8,4,1,1,1212,171,1,77,2,34,0,2070000
7,5,2007,2007,7,1,2,0,337,145,1,128,3,61,0,1759000
4,6,1885,1950,11,4,2,0,1053,212,0,72,2,52,0,1225000
8,5,1998,1998,7,3,2,1,1537,227,1,119,3,99,0,3400000
5,5,1963,1963,6,3,1,1,855,106,0,106,1,31,0,1240000
6,5,1969,1969,7,3,2,0,1521,171,1,171,2,50,0,2230000
6,6,1968,1968,7,3,2,1,1086,131,1,65,2,72,0,1799000
6,5,1977,1977,4,2,2,0,375,99,1,99,2,40,0,1275000
6,5,2003,2003,3,1,1,0,412,78,0,78,2,39,0,1365000
6,7,1966,1966,8,4,2,0,1829,204,1,64,2,40,68,2749700
5,5,1958,1983,6,2,1,0,882,124,1,95,1,44,0,1440000
6,6,1959,1959,7,3,1,0,995,116,0,116,2,49,0,1420000
7,5,1994,1994,5,3,2,1,1016,197,2,113,2,48,0,2710000
5,6,1945,1950,6,3,1,1,1015,144,1,84,1,26,0,1400000
5,7,1940,1992,4,2,1,0,668,74,2,73,1,22,0,1190000
6,7,1981,1981,7,3,2,0,1165,133,1,133,2,43,0,1829000
5,5,2005,2005,7,4,2,1,2037,170,1,68,2,34,0,1921400
6,6,1976,1976,5,2,2,0,457,88,0,88,2,40,0,1437500
4,6,1927,2007,5,4,2,0,1003,89,0,60,1,20,0,645000
6,5,2000,2000,8,3,2,1,953,166,1,86,2,41,0,1865000
5,5,1977,1977,5,3,2,0,1616,104,1,104,2,44,0,1600000
6,9,1962,2005,7,3,1,1,780,142,1,122,2,42,0,1740000
4,6,1971,1971,5,3,1,0,836,80,0,80,2,49,0,1205000
8,5,2008,2008,7,2,2,0,1156,179,1,179,3,71,0,3946170
6,7,1957,1996,6,2,1,0,688,114,0,84,2,85,0,1497000
7,6,1979,1979,6,3,2,1,1076,160,1,50,2,51,0,1970000
6,7,1922,1994,11,3,2,0,1070,237,1,54,2,62,0,1910000
6,5,2004,2004,3,1,1,0,411,78,1,78,2,39,0,1493000
10,5,2008,2008,10,3,2,1,1022,186,1,94,3,75,0,3100000
6,6,1916,1950,4,2,1,0,822,88,1,88,1,17,0,1210000
7,5,2004,2004,7,3,2,0,789,132,0,132,2,58,0,1796000
6,5,1966,1966,6,3,1,0,780,84,0,75,1,22,0,1290000
5,7,1962,1962,6,3,1,0,2428,110,0,110,1,28,0,1579000
8,5,1995,1996,8,3,2,1,929,194,1,113,2,51,0,2400000
4,7,1910,2000,6,2,1,1,1093,125,0,52,1,35,0,1120000
5,7,1970,1970,3,1,1,0,142,58,0,58,0,0,0,920000
5,5,1974,1974,8,4,2,2,836,166,0,83,0,0,0,1360000
8,5,2008,2009,7,3,2,0,860,146,1,146,3,78,0,2870900
5,5,2005,2005,5,2,1,0,341,99,0,50,2,48,0,1450000
5,5,2006,2006,6,3,1,0,1599,105,0,105,0,0,0,845000
7,5,2004,2005,6,2,2,0,696,113,0,113,2,37,0,1850000
6,5,1999,2000,7,3,2,1,735,153,1,88,2,42,0,1750000
6,6,1978,1988,7,3,2,0,1223,192,2,143,2,46,0,2100000
7,9,1941,2006,9,4,2,0,840,217,2,107,1,23,0,2665000
5,6,1950,1996,5,2,1,0,902,100,0,100,1,22,0,1421250
5,6,1965,1965,6,3,1,1,923,116,0,116,1,25,0,1475000
